Date,Cases,Deaths,Retail_&_Recreation,Grocery_&_Pharmacy,Parks,Transit_stations,Workplaces,Residential,Vaccinated,Fully_Vaccinated,Revaccinated
2/25/2022,2687163,41032,-25,-14,-31,-10,-26,6,6199585,5803415,1000000
2/26/2022,2691110,41115,-24,-14,-46,-8,-10,1,6199585,5803415,1000000
2/27/2022,2694160,41196,-21,-8,-36,-6,-5,-1,6199585,5803415,1000000
2/28/2022,2696744,41276,-23,-10,-29,-6,-17,4,6199585,5803415,1000000
3/1/2022,2698810,41360,-21,-8,-23,-4,-18,3,6199585,5803415,1000000
3/2/2022,2701834,41441,-21,-6,-26,-4,-18,3,6199585,5803415,1000000
3/3/2022,2704517,41523,-19,-4,-26,-5,-18,3,6199585,5803415,1000000
3/4/2022,2706980,41602,-25,-11,-43,-9,-17,5,6199585,5803415,1000000
3/5/2022,2709040,41679,-23,-9,-56,18,132,-9,6199585,5803415,1000000
3/6/2022,2710941,41754,-15,-1,-37,2,-1,-4,6199585,5803415,1000000
