time,region,C,D,V,RR,GP,P,TS,W,R
30,59,0.001299748,7.5891E-05,0.01575032,-13.57142857,6.428571429,15.71428571,3.714285714,-30.42857143,-3.714285714
31,59,0.001322005,8.34148E-05,0.015088695,-13.28571429,5.857142857,11.57142857,4.428571429,-32,-3.142857143
32,59,0.001320344,7.71966E-05,0.015400103,-11,8.285714286,25.71428571,7.428571429,-31.71428571,-3.571428571
33,59,0.001323387,8.11904E-05,0.013610767,-13.14285714,5.857142857,16.85714286,5.571428571,-31.85714286,-4
34,59,0.001309131,6.78864E-05,0.0127182,-3.142857143,13.85714286,7.285714286,11,-28.28571429,-1.857142857
35,59,0.00127558,6.28275E-05,0.009643101,-10.42857143,9.285714286,-19.71428571,5.428571429,-27,0.571428571
36,59,0.001243155,6.79945E-05,0.008354849,-8.857142857,10.85714286,-7.142857143,6.428571429,-25.57142857,0.142857143
37,59,0.001278046,7.67128E-05,0.005871461,-10,9.857142857,-10.28571429,3.428571429,-24.71428571,2
38,59,0.001335023,7.79572E-05,0.00563599,-11.14285714,8.714285714,-12,3.142857143,-19.71428571,1
39,59,0.001443691,7.88091E-05,0.008170401,-9.428571429,11.14285714,-7.285714286,4.285714286,-17.57142857,1.428571429
40,59,0.001556811,8.47859E-05,0.009196786,-10,11,-3.428571429,4.857142857,-16.42857143,1.428571429
41,59,0.001686273,8.64336E-05,0.012637449,-9.714285714,10.71428571,-12.42857143,5.142857143,-14.85714286,1.857142857
42,59,0.001828897,8.41372E-05,0.023637144,-15.28571429,7,-24.57142857,-1.857142857,-22.71428571,4.571428571
43,59,0.001959067,9.88098E-05,0.025039525,-29.85714286,0.857142857,-28.14285714,-12.14285714,-36.28571429,8.428571429
44,59,0.001973288,0.000109946,0.021656617,-30.42857143,-2.428571429,-34.14285714,-11.85714286,-27.42857143,7
45,59,0.001948064,0.000113197,0.022240194,-15,8.285714286,-27.57142857,-0.142857143,-11.28571429,3.714285714
46,59,0.001939783,8.52321E-05,0.021035355,-16.42857143,6.571428571,-25.28571429,-1.285714286,-11.71428571,3.857142857
47,59,0.001939793,6.59303E-05,0.020472651,-17.14285714,6.142857143,-26.57142857,-1.714285714,-12.42857143,4.428571429
48,59,0.00193543,6.87518E-05,-0.033262673,-19,3.428571429,-29.85714286,-6,-12.71428571,5.142857143
49,59,0.00187057,4.9026E-05,0.006413865,-13.85714286,7.285714286,-28.28571429,-1.428571429,-8.714285714,4
50,59,0.001722088,5.26288E-05,0.003453179,-9.285714286,9.571428571,-23.85714286,2.285714286,-7,2.857142857
51,59,0.001411461,5.386E-05,0.003870623,1,20.57142857,-25.14285714,3.571428571,-9.571428571,2.428571429
52,59,0.00104182,3.21157E-05,0.001084869,-29.14285714,-13.14285714,-12,-29.42857143,-68.85714286,12.14285714
53,59,0.000887691,3.68968E-05,0.002554737,-22.28571429,-3,-15.85714286,-12.14285714,-23.42857143,6.571428571
0,61,0.000654139,2.46065E-05,3.3707E-05,-31.42857143,-32.85714286,-13.42857143,-35.14285714,-65.85714286,13.71428571
1,61,0.000656227,3.10604E-05,6.19205E-05,-25,-19.28571429,-19,-16.42857143,-25.14285714,6.285714286
2,61,0.00065473,3.29704E-05,0.000465539,-28.85714286,-21.14285714,-14.71428571,-15.85714286,-20.42857143,4
3,61,0.00063912,3.7749E-05,0.001784378,-23.28571429,-16.42857143,-12.85714286,-12.14285714,-17,3.285714286
4,61,0.000617299,3.72671E-05,0.001604883,-20.28571429,-13.71428571,-3.857142857,-9.714285714,-15.85714286,2.285714286
5,61,0.000591417,3.51116E-05,0.003692593,-22.14285714,-15.42857143,-19.85714286,-11.28571429,-17,3.285714286
6,61,0.000553586,2.57846E-05,0.00480221,-16.14285714,-11.57142857,-12,-8.714285714,-15.28571429,2.857142857
7,61,0.000510262,1.86104E-05,0.004060903,-15.71428571,-13.14285714,-18,-13.28571429,-17.71428571,5.428571429
8,61,0.000466232,2.45848E-05,0.004546478,-12.71428571,-8,-5.857142857,-4.857142857,-12.57142857,2.571428571
9,61,0.000434629,2.00406E-05,0.00253195,-10.57142857,-8,-7.428571429,-5.571428571,-22.42857143,3.285714286
10,61,0.000407338,2.07556E-05,0.00184906,-13.28571429,-9.285714286,0.857142857,-3,-12.42857143,2.142857143
11,61,0.000400605,2.74458E-05,0.002367521,-11.71428571,-9,-6,-2.714285714,-17,2.285714286
12,61,0.000403433,3.53299E-05,0.004980935,-9.571428571,-8.428571429,11.28571429,-0.857142857,-16.14285714,1.571428571
13,61,0.000401247,3.31757E-05,0.010756673,-10.42857143,-8.142857143,6,-0.285714286,-11.85714286,1.142857143
14,61,0.000399052,2.31354E-05,0.010582341,-5.571428571,-3.857142857,17.71428571,3.142857143,-10.85714286,0.285714286
15,61,0.000396145,2.83902E-05,0.011579184,-3.714285714,-2.428571429,32.28571429,6.428571429,-10.85714286,-0.857142857
16,61,0.000386548,1.62011E-05,0.007934083,-2.857142857,0,34.85714286,7.428571429,-10.42857143,-1.285714286
17,61,0.000364766,1.50048E-05,0.004185349,-7,-6.857142857,56.85714286,-3.142857143,-42.14285714,0.285714286
18,61,0.00034132,1.90652E-05,0.007424999,-11.42857143,-7.714285714,29.85714286,-2.714285714,-30.71428571,1.142857143
19,61,0.000334114,2.83807E-05,0.010407059,0.285714286,3.285714286,44.71428571,13.14285714,-10.57142857,-1.714285714
20,61,0.000315924,2.07331E-05,0.00802849,1.571428571,4.714285714,50.71428571,11.85714286,-11.28571429,-2
21,61,0.000281254,2.00143E-05,0.006526519,1.285714286,3,46.14285714,9.857142857,-15.28571429,-1
22,61,0.000260444,1.64292E-05,0.007376509,0.142857143,1,34.71428571,8.428571429,-16.85714286,-0.285714286
23,61,0.000260657,9.97823E-06,0.007329914,-0.285714286,-0.142857143,46.28571429,9.142857143,-27.85714286,-1.142857143
24,61,0.000289299,1.06941E-05,0.01113844,1.857142857,3.142857143,49.28571429,15.28571429,-20.28571429,-2.285714286
25,61,0.000367366,9.97621E-06,0.021574647,-1,0.571428571,45.28571429,13.28571429,-21.71428571,-2.857142857
26,61,0.000473369,2.09613E-05,0.023434176,-0.857142857,-0.285714286,24.28571429,11.14285714,-24.28571429,-1.142857143
27,61,0.000535176,3.4333E-05,0.030611406,-0.142857143,0.428571429,28,11.71428571,-25.42857143,-1.857142857
28,61,0.00057763,2.74043E-05,0.023000985,-3.571428571,-2.857142857,13.28571429,8.285714286,-27.42857143,-0.857142857
29,61,0.000656858,3.19389E-05,0.024585305,-1.714285714,-2.285714286,23,8.714285714,-26.71428571,-0.714285714
30,61,0.000740838,4.07704E-05,0.020288321,-2.714285714,-2,19.57142857,8,-27.28571429,-0.142857143
31,61,0.000801889,3.74235E-05,0.024674893,-5,-1.285714286,15.28571429,7.571428571,-28.85714286,0.714285714
32,61,0.000812793,4.62539E-05,0.019307553,-1.714285714,0,17.14285714,9.142857143,-28.71428571,0.857142857
33,61,0.000808892,4.43393E-05,0.01430152,-1.571428571,0.428571429,22,8.142857143,-28.28571429,0.428571429
34,61,0.000802134,4.67226E-05,0.010377781,4.285714286,5.285714286,34,15,-26.71428571,-0.714285714
35,61,0.00079226,4.62402E-05,0.008010931,3,4,23.85714286,13.71428571,-25.57142857,-0.571428571
36,61,0.000778097,4.45646E-05,0.006539679,3.285714286,3.714285714,32.42857143,14.42857143,-24.28571429,-1.285714286
37,61,0.000781362,4.52763E-05,0.005994796,2,2.714285714,15.28571429,11.85714286,-21.71428571,-0.142857143
38,61,0.000812314,4.52718E-05,0.00574358,0.714285714,1.428571429,4.142857143,7,-18.28571429,0.857142857
39,61,0.000854956,4.98021E-05,0.006024646,0,0.571428571,2.142857143,4.285714286,-18.14285714,1.285714286
40,61,0.000902135,4.74109E-05,0.005580227,-2.142857143,-0.428571429,4.285714286,3.285714286,-17.57142857,1.857142857
41,61,0.000971723,5.0747E-05,0.00146762,-1.285714286,0.571428571,14.57142857,7,-16.42857143,1
42,61,0.001012434,5.38442E-05,0.002052141,-2.428571429,-0.285714286,7.142857143,2.142857143,-19.28571429,2.285714286
43,61,0.001065309,4.9305E-05,0.016844463,-20.14285714,-8.857142857,-5.428571429,-10.57142857,-37.14285714,6.714285714
44,61,0.001082145,4.61981E-05,0.010335739,-16.71428571,-9.714285714,-7.428571429,-9,-29.85714286,4.571428571
45,61,0.001083001,5.57381E-05,0.008666973,-5,-0.857142857,-6.428571429,0.857142857,-13.57142857,1.857142857
46,61,0.001081453,6.31285E-05,0.008971411,-6.571428571,-3.428571429,-13,-0.142857143,-13,2.285714286
47,61,0.001087549,6.02592E-05,0.008338283,-5.285714286,-2.571428571,-6.857142857,2,-11.71428571,2.285714286
48,61,0.001087202,5.7629E-05,0.008022545,-5.571428571,-3.714285714,-12.14285714,-0.857142857,-11.57142857,2.571428571
49,61,0.001082323,4.64111E-05,0.006227803,-0.857142857,-1.428571429,-12.71428571,0,-9,2
50,61,0.000952935,4.13976E-05,0.005122833,2.714285714,-1.142857143,-11.42857143,1.857142857,-8.857142857,2
51,61,0.000788004,3.99618E-05,0.004418544,10.71428571,8.285714286,-7.142857143,9.428571429,-14.71428571,2.142857143
52,61,0.00051458,3.28022E-05,0.00120284,-20.14285714,-26.42857143,-20,-32.14285714,-69.85714286,13.28571429
53,61,0.000608264,2.73132E-05,0.002297478,-13.71428571,-15,-17.14285714,-11.57142857,-24.85714286,5.714285714
0,63,0.000651172,1.90091E-05,0.001535969,-29.14285714,-18.14285714,22,-33,-63.14285714,13.71428571
1,63,0.000621927,1.93238E-05,0.001317047,-25,-8.571428571,-9.571428571,-13.28571429,-24.28571429,7.857142857
2,63,0.000635163,9.81189E-06,0.000316805,-25.85714286,-7,-21.57142857,-15.71428571,-19.14285714,4.714285714
3,63,0.000619236,1.26633E-05,0.002809041,-22.85714286,-2.285714286,-11.57142857,-13.14285714,-16.85714286,4.285714286
4,63,0.000671454,8.85845E-06,0.004759792,-23.42857143,-1.428571429,-18,-12.42857143,-16.14285714,4.428571429
5,63,0.000666617,1.4245E-05,0.00732596,-24.28571429,-2,-34.42857143,-14.28571429,-17.57142857,5.142857143
6,63,0.000656076,5.36998E-06,0.00865034,-18.57142857,5.714285714,-25,-9.285714286,-15.85714286,4.714285714
7,63,0.000627158,1.88359E-06,0.004973415,-22.28571429,-1.571428571,-41.42857143,-20.14285714,-19,8.428571429
8,63,0.00061092,8.85436E-06,0.003021865,-15.85714286,7.571428571,-24.28571429,-4.285714286,-12.85714286,4.428571429
9,63,0.000574724,1.20217E-05,0.005528996,-14,10.85714286,-23.14285714,-8,-21.14285714,4.857142857
10,63,0.000507169,1.39212E-05,0.007363675,-16.28571429,5.714285714,-16.28571429,-5.714285714,-12.42857143,4.142857143
11,63,0.000447547,1.23354E-05,0.002135478,-15.85714286,10.57142857,-16.14285714,-2.714285714,-16,3.857142857
12,63,0.000441156,1.96199E-05,0.006649403,-14.14285714,11.14285714,-9.428571429,-0.142857143,-14,3
13,63,0.000441101,2.21516E-05,0.009499468,-14.57142857,9.714285714,-4.571428571,-1.285714286,-11.14285714,2.571428571
14,63,0.000434394,3.89364E-05,0.010765273,-5,15.14285714,38.42857143,11.28571429,-10.28571429,-0.285714286
15,63,0.000423572,3.32305E-05,0.008356816,-9.428571429,8.714285714,14.57142857,7.142857143,-10.57142857,-0.571428571
16,63,0.000400716,2.59421E-05,0.01126948,-8.428571429,11.42857143,11.57142857,6.428571429,-9.571428571,0.285714286
17,63,0.000276842,2.7839E-05,0.005061016,-12.57142857,7,40,-3.142857143,-39.42857143,0
18,63,0.000216957,3.38523E-05,0.005123721,-8.714285714,7.857142857,69,7.714285714,-29.57142857,-2.714285714
19,63,0.000264111,3.32148E-05,0.009746141,-1.285714286,19.71428571,58.28571429,17.28571429,-10.28571429,-4.857142857
20,63,0.00019442,3.32106E-05,0.007048844,-2.142857143,19.57142857,51.71428571,13.57142857,-12.28571429,-4.285714286
21,63,0.000165268,3.09903E-05,0.007817328,-3.428571429,14.14285714,44.28571429,12.28571429,-15,-3.714285714
22,63,0.000142136,2.33883E-05,0.00664023,-5.428571429,12.71428571,42.71428571,10.14285714,-17,-2.714285714
23,63,0.000135154,2.43351E-05,0.006006268,-3.714285714,15.14285714,56.71428571,11,-28.28571429,-4.428571429
24,63,0.000221556,2.30659E-05,0.014552358,-6,18.57142857,62.14285714,10.57142857,-22.42857143,-6.142857143
25,63,0.000420942,2.52787E-05,0.017399321,-7.571428571,18,48.28571429,8.428571429,-23.85714286,-5.714285714
26,63,0.000460453,2.33765E-05,0.014277005,-7.285714286,16.28571429,53.71428571,7.714285714,-26.42857143,-5
27,63,0.000569902,2.52726E-05,0.02447699,-6.714285714,17.71428571,54.28571429,8,-27.85714286,-5
28,63,0.000640721,2.62188E-05,0.019606947,-8.428571429,15.85714286,52.14285714,7,-29,-4.428571429
29,63,0.000812474,2.62156E-05,0.018176687,-7.571428571,15.85714286,48.71428571,6.142857143,-27.42857143,-3.285714286
30,63,0.001025332,3.4756E-05,0.020552416,-7.428571429,16.28571429,53.71428571,6.142857143,-27.42857143,-3.428571429
31,63,0.001009068,3.94979E-05,0.019479445,-6,17.71428571,53.71428571,7.428571429,-28,-3.428571429
32,63,0.000983948,3.7911E-05,0.014657107,-4.571428571,19.57142857,51.71428571,8.142857143,-28.42857143,-2.857142857
33,63,0.000962945,4.92957E-05,0.011415948,-5.142857143,18.57142857,46,6.428571429,-27.71428571,-2.285714286
34,63,0.000974531,4.99223E-05,0.011684381,1.142857143,24.71428571,45.71428571,13.57142857,-26,-1.714285714
35,63,0.001019646,5.21304E-05,0.00939932,-4.142857143,19.71428571,11.42857143,8.714285714,-24.57142857,0.571428571
36,63,0.001043559,4.86445E-05,0.007251965,-2.714285714,21.57142857,32.28571429,12.85714286,-23.42857143,-0.571428571
37,63,0.001154133,4.45267E-05,0.005939709,-6.857142857,11,-1,4.714285714,-23.14285714,2.142857143
38,63,0.00130169,4.51537E-05,0.00607339,-6.571428571,14,5.142857143,7.285714286,-18.71428571,2.571428571
39,63,0.001398935,5.40032E-05,0.009911658,-6.857142857,18,8.428571429,5.142857143,-19.42857143,2.714285714
40,63,0.001599887,5.65264E-05,0.013696717,-7.285714286,18.85714286,17.57142857,4.142857143,-21.85714286,3.142857143
41,63,0.002016778,4.48194E-05,0.0200927,-11,15.71428571,-3.285714286,0.571428571,-21.57142857,4.428571429
42,63,0.002715322,5.65132E-05,0.018665745,-15.85714286,10.85714286,-1.428571429,-3.142857143,-25.28571429,6.285714286
43,63,0.003387809,6.1565E-05,0.007483738,-24,1.857142857,-3,-11.71428571,-37.57142857,8.714285714
44,63,0.003857199,5.77635E-05,0.010826173,-24.28571429,-2.714285714,-16.71428571,-12.71428571,-30.85714286,8.285714286
45,63,0.00394682,6.31306E-05,0.013366893,-16.28571429,8.714285714,-16.57142857,-3.571428571,-18.57142857,5.714285714
46,63,0.003221157,6.94452E-05,0.02488584,-16.14285714,8.142857143,-17.28571429,-2.857142857,-15,5
47,63,0.002077114,7.29137E-05,0.01217813,-16.14285714,8.857142857,-18.57142857,-0.428571429,-12.57142857,4.857142857
48,63,0.001784799,7.25885E-05,0.008999397,-15.42857143,10.28571429,-16.71428571,-3,-11.71428571,4.714285714
49,63,0.001484322,5.99372E-05,0.008337086,-12,18.14285714,-16.14285714,-0.857142857,-9.857142857,4.428571429
50,63,0.00125975,4.22315E-05,0.006454985,-10,20,-8.714285714,3.285714286,-9.285714286,4.142857143
51,63,0.000980548,3.84341E-05,0.00154829,-3.714285714,40,-13.28571429,5.857142857,-12.42857143,4.142857143
52,63,0.000524438,3.81133E-05,0.0022591,-26.71428571,-1.428571429,14.14285714,-31.14285714,-67.28571429,13.57142857
53,63,0.000475396,3.21049E-05,0.003048772,-21.42857143,-1,-3.857142857,-11.57142857,-23.42857143,7.857142857
0,66,0.000645977,2.84831E-05,0.001852171,-30.28571429,-29.14285714,-30.14285714,-39.71428571,-64.71428571,15.42857143
1,66,0.00062328,2.84898E-05,0.000661903,-28.14285714,-20.42857143,-30,-25.42857143,-27.57142857,8.857142857
2,66,0.000637418,2.7797E-05,0.000470619,-25,-16.57142857,-21.71428571,-16.57142857,-21.85714286,4
3,66,0.000614011,2.66375E-05,0.002728868,-23.85714286,-15.85714286,-25,-19.71428571,-20.57142857,4.857142857
4,66,0.000559349,2.43115E-05,0.005092874,-19.28571429,-11.42857143,-17.42857143,-15.28571429,-18.28571429,3.142857143
5,66,0.000485538,2.08183E-05,0.008437648,-23.71428571,-16.85714286,-35.85714286,-19.42857143,-20.42857143,4.857142857
6,66,0.000397935,1.96568E-05,0.007444195,-14.14285714,-8.285714286,-22.71428571,-11.42857143,-17.57142857,3.285714286
7,66,0.000331534,1.77949E-05,0.004510829,-18.57142857,-13.85714286,-37,-20.42857143,-17.28571429,7.142857143
8,66,0.00027771,1.77991E-05,0.004735905,-13.57142857,-6.428571429,-22,-9.142857143,-16.42857143,3.571428571
9,66,0.000269136,1.80365E-05,0.0028306,-12,-4.142857143,-21.28571429,-10.85714286,-24.14285714,4
10,66,0.000268737,2.08417E-05,0.000912268,-13.57142857,-4.428571429,-7.571428571,-8.714285714,-14.85714286,2.857142857
11,66,0.000241957,1.99129E-05,0.00359946,-10.14285714,-4.571428571,-10,-5.714285714,-19.28571429,2.571428571
12,66,0.000225205,1.61824E-05,0.005922715,-8.714285714,-2.428571429,-0.714285714,-1.142857143,-16.14285714,1.714285714
13,66,0.000217554,1.38514E-05,0.007302593,-12.14285714,-4.142857143,-5.571428571,-3.857142857,-13.57142857,1.857142857
14,66,0.000208732,2.2728E-05,0.007712493,0.428571429,6,54.28571429,9.285714286,-12.14285714,-1
15,66,0.000188225,2.32003E-05,0.01673257,-4.571428571,1.571428571,21.71428571,3.285714286,-11.85714286,-0.571428571
16,66,0.000182201,2.22717E-05,0.006607304,-6.714285714,0.857142857,11.85714286,2.571428571,-11.71428571,-0.428571429
17,66,0.000177806,1.64371E-05,0.004638514,-9.428571429,-1.571428571,41.85714286,-5.714285714,-38.42857143,0.571428571
18,66,0.000163364,1.6441E-05,0.006357886,-4.285714286,3.428571429,92.42857143,6.285714286,-29.42857143,-3.142857143
19,66,0.000172748,1.66786E-05,0.004645584,-0.285714286,10,68.71428571,12,-12.42857143,-5.714285714
20,66,0.000161807,1.83182E-05,0.004903959,-1.285714286,8.714285714,59.71428571,7.285714286,-14.28571429,-4.857142857
21,66,0.000161377,1.97248E-05,0.004923348,-0.857142857,6.428571429,57.57142857,7,-16.85714286,-3.714285714
22,66,0.000178707,1.92618E-05,0.005888389,-1.714285714,6.285714286,60.42857143,6.714285714,-19.85714286,-4.142857143
23,66,0.000235323,2.13703E-05,0.005580079,-3,5.857142857,67.14285714,4.142857143,-30.14285714,-4.714285714
24,66,0.000298735,2.60511E-05,0.012376615,-4.571428571,2.428571429,46.85714286,2.428571429,-24,-3.142857143
25,66,0.000432781,2.72264E-05,0.016707897,-5.714285714,3.857142857,61.57142857,3.142857143,-25.71428571,-5.142857143
26,66,0.000542555,2.41929E-05,0.013562714,-8,-1.571428571,42.14285714,0.285714286,-29.28571429,-3.142857143
27,66,0.000742641,2.67711E-05,0.018973202,-7.428571429,-0.571428571,44.14285714,-0.285714286,-30.57142857,-2.857142857
28,66,0.000805027,2.63095E-05,0.011061423,-8.714285714,-1.428571429,51,-0.571428571,-31.42857143,-3.571428571
29,66,0.000813177,3.05265E-05,0.011665036,-8.714285714,-2.428571429,37.57142857,-3.285714286,-30.85714286,-2.142857143
30,66,0.000851737,3.66165E-05,0.009437302,-7.285714286,-0.285714286,49.14285714,-1.714285714,-30.57142857,-2.428571429
31,66,0.000855449,3.8263E-05,0.011807643,-5.714285714,-1,36.85714286,-2,-31,-1.571428571
32,66,0.000856119,4.55263E-05,0.009305861,-2.428571429,2,68.28571429,2.714285714,-30.28571429,-3.428571429
33,66,0.000863109,5.1388E-05,0.009919832,-5.142857143,1.142857143,58.42857143,0.428571429,-30.42857143,-3.857142857
34,66,0.000854412,5.35064E-05,0.009097987,3.285714286,6,32.14285714,5.857142857,-28,-1.285714286
35,66,0.000837533,5.70307E-05,0.006815948,-4.571428571,0.857142857,10.28571429,2.285714286,-27.28571429,-0.714285714
36,66,0.000830239,5.96195E-05,0.0059834,-3,4.571428571,9.571428571,3.142857143,-26.42857143,-0.142857143
37,66,0.000838865,6.03361E-05,0.003913565,-2.857142857,3.714285714,7.714285714,1.142857143,-24.85714286,1.142857143
38,66,0.000862247,6.59706E-05,0.003855715,-5,3.142857143,12.85714286,1.285714286,-20.57142857,0.428571429
39,66,0.000882125,7.25438E-05,0.005124126,-4.714285714,1.428571429,6,0.428571429,-20,1.571428571
40,66,0.000923784,6.95157E-05,0.013548847,-4.428571429,2.428571429,18.42857143,1.285714286,-19,1.428571429
41,66,0.000986792,6.06308E-05,0.013552125,-5.571428571,1.714285714,6.142857143,0.142857143,-18.42857143,2
42,66,0.001086128,5.17423E-05,0.03553895,-7.142857143,0.142857143,-7.857142857,-1.428571429,-18.28571429,3.142857143
43,66,0.001187374,4.94115E-05,0.01271787,-17.71428571,-2.428571429,-11.71428571,-12,-35.14285714,7.285714286
44,66,0.001206872,4.73141E-05,0.040865822,-24.28571429,-8,-16.85714286,-15.85714286,-31.28571429,7.571428571
45,66,0.001202236,5.45908E-05,0.037106646,-18.14285714,-2.714285714,-15,-10,-22.57142857,5.285714286
46,66,0.001217288,5.60101E-05,0.037198893,-17.57142857,-4.428571429,-14.14285714,-9.142857143,-19,4.428571429
47,66,0.001165994,5.43819E-05,0.032897022,-16,-2.857142857,-11.57142857,-6.857142857,-16.71428571,4
48,66,0.001115873,5.41608E-05,0.015661291,-18.28571429,-4.714285714,-18.42857143,-9.714285714,-16.28571429,4.857142857
49,66,0.001062911,5.51116E-05,0.003694388,-12.28571429,-0.142857143,-13.14285714,-7,-13.57142857,4
50,66,0.000992812,5.20761E-05,0.003695265,-8,1.285714286,-3.571428571,-0.857142857,-12,2.857142857
51,66,0.000897123,4.62251E-05,0.003695907,2.142857143,10.42857143,-14.28571429,-0.428571429,-17,3
52,66,0.00070992,3.87301E-05,0.003697019,-21.14285714,-17.85714286,5,-32.28571429,-70.28571429,13.14285714
53,66,0.000663629,3.19356E-05,0.00369777,-17.85714286,-7.714285714,1.428571429,-12,-25.42857143,6.428571429
0,74,0.000609792,9.31449E-06,0.000404756,-27.28571429,-29.28571429,-21.57142857,-23.42857143,-63.14285714,13.42857143
1,74,0.000596569,1.74515E-05,0.000812464,-22.28571429,-18,-27.71428571,-8.142857143,-22.85714286,7.714285714
2,74,0.000608917,1.80368E-05,0.001453059,-16.42857143,-12.85714286,-17.57142857,-0.857142857,-13.42857143,2.714285714
3,74,0.000588135,2.03658E-05,0.000776309,-15.14285714,-11.85714286,-17.57142857,-0.857142857,-12.42857143,2.714285714
4,74,0.000564736,1.74643E-05,0.003121026,-13,-10,-14.57142857,-0.142857143,-11,1.857142857
5,74,0.000546268,1.92125E-05,0.00540728,-17.57142857,-13.57142857,-32,-4.571428571,-12.28571429,3.142857143
6,74,0.00052023,1.45657E-05,0.004874539,-7.714285714,-4.428571429,-16.28571429,0.714285714,-8.714285714,1.571428571
7,74,0.000457849,1.34063E-05,0.004932684,-15.57142857,-12.42857143,-36.42857143,-11.85714286,-13.14285714,6.714285714
8,74,0.000382353,1.37002E-05,0.003570715,-8.857142857,-3.285714286,-18.57142857,2.857142857,-7.571428571,2.857142857
9,74,0.000308875,1.39943E-05,0.002911152,-6.571428571,-0.571428571,-16.85714286,1.714285714,-15.57142857,2.714285714
10,74,0.000283645,1.6906E-05,0.002695168,-6.714285714,0.571428571,-6,5.714285714,-6,1.571428571
11,74,0.000282835,1.40012E-05,0.002212947,-5,1.142857143,-4.857142857,8,-9.857142857,1.285714286
12,74,0.000271852,1.40046E-05,0.003864676,-3.285714286,2.714285714,-1,10.57142857,-9.142857143,0.571428571
13,74,0.000251551,1.54627E-05,0.006405233,-7,1.285714286,-3.571428571,8.285714286,-6.428571429,1.142857143
14,74,0.000240839,1.40114E-05,0.007244462,4.571428571,10.14285714,45.42857143,24.14285714,-5.142857143,-2
15,74,0.000233044,1.48878E-05,0.00859096,1.428571429,8.714285714,25.14285714,22.14285714,-4.857142857,-1.714285714
16,74,0.000221744,1.19808E-05,0.00102578,-0.142857143,8.142857143,30.85714286,21.28571429,-4.285714286,-2
17,74,0.000214815,1.19837E-05,0.007601555,-2.857142857,3.571428571,61.85714286,14.14285714,-32.28571429,-1.142857143
18,74,0.000202639,1.3151E-05,0.006444722,0.857142857,7.285714286,90.42857143,28.57142857,-23.71428571,-4.285714286
19,74,0.000190745,1.37363E-05,0.004900224,8.571428571,18.57142857,77.57142857,35.57142857,-5.142857143,-7
20,74,0.00018206,1.43221E-05,0.005323627,7.285714286,17.14285714,79.57142857,28.28571429,-8.571428571,-6.714285714
21,74,0.000178021,1.5199E-05,0.005431452,3.714285714,14.28571429,59.57142857,23.42857143,-13,-4.857142857
22,74,0.00017603,1.34552E-05,0.005850134,4,14.14285714,72.14285714,25,-14.28571429,-5
23,74,0.000184519,6.75882E-06,0.005330119,2.571428571,13.14285714,79.57142857,24.14285714,-26.28571429,-5.714285714
24,74,0.000224469,7.34292E-06,0.010379102,1.285714286,11.14285714,61.14285714,20,-20.42857143,-4.142857143
25,74,0.000345149,1.3172E-05,0.017232867,-0.428571429,9.857142857,75.28571429,22,-22.71428571,-6.714285714
26,74,0.000462074,1.78372E-05,0.015234185,-3,5.857142857,59.57142857,17.71428571,-26.14285714,-5.142857143
27,74,0.000558652,2.45444E-05,0.01543689,-1.285714286,6.857142857,55.57142857,16.85714286,-27.85714286,-3.857142857
28,74,0.000607458,2.54246E-05,0.013063987,-1.428571429,7,65.85714286,21.57142857,-27.85714286,-4.571428571
29,74,0.000663272,2.83455E-05,0.010002254,-1.714285714,5.571428571,53.71428571,15.57142857,-27.57142857,-3
30,74,0.000708623,3.56406E-05,0.021536752,-1.428571429,6.428571429,63.14285714,19.28571429,-27.14285714,-4.142857143
31,74,0.000743197,3.73985E-05,0.011093641,0.571428571,6.142857143,46.71428571,16.14285714,-27.28571429,-2.714285714
32,74,0.000781858,3.79904E-05,0.010762916,3.285714286,9.714285714,71.42857143,23,-26.71428571,-4.285714286
33,74,0.000776218,4.35407E-05,0.011276776,-0.142857143,8,62,21.42857143,-27.28571429,-5.142857143
34,74,0.00077027,4.09258E-05,0.001690185,10.71428571,15.14285714,52,27.42857143,-24.14285714,-1.714285714
35,74,0.000758501,4.32694E-05,0.001690657,1.571428571,9.142857143,32.28571429,23.14285714,-23,-1.428571429
36,74,0.000748762,4.41549E-05,0.009934712,5.428571429,11.28571429,38.85714286,26,-22.28571429,-1
37,74,0.000748349,4.35816E-05,0.02337286,3.142857143,10.14285714,18.85714286,22.28571429,-19.71428571,0.571428571
38,74,0.00077188,4.88448E-05,0.014136653,-0.142857143,7.285714286,18.28571429,20,-15.71428571,0.571428571
39,74,0.000804158,5.38174E-05,0.000568089,1.857142857,8.571428571,16.28571429,19.71428571,-14.57142857,1.285714286
40,74,0.000829167,5.4998E-05,0.000568309,0.285714286,8.857142857,26.42857143,20.71428571,-14,1
41,74,0.000861475,5.76383E-05,0.000568444,0.857142857,10,18.85714286,22.71428571,-13.14285714,1.428571429
42,74,0.000929694,6.02792E-05,0.030590539,-0.142857143,8.428571429,-12.14285714,17.42857143,-13.14285714,2.571428571
43,74,0.001066572,5.971E-05,0.020548203,-9.571428571,3,-17.71428571,5.857142857,-31.42857143,6.285714286
44,74,0.00116143,6.05999E-05,0.031212459,-16,-4,-22.71428571,-1.857142857,-31.28571429,7.714285714
45,74,0.001209904,6.09067E-05,0.020716677,-7.571428571,3,-22.85714286,10.57142857,-15.85714286,3.857142857
